bias,value
Bb1,0.4068372784138006
Bb2,0.10750578808279766
Bb3,0.8773536286057716
Bb4,0.4698372268401844
Bb5,-0.18088130927949464
Bb6,0.38090257210345896
Bb7,0.0886846977564545
Bb8,0.32155867196348015
