bias,value
Bb1,-0.5349211959005555
Bb2,-0.4435681047885651
Bb3,0.390638921314538
Bb4,0.5368564751706065
Bb5,-0.08307291849202476
Bb6,0.28447419717826244
Bb7,0.36310609279086853
Bb8,0.5844593978484582
