feature,mean,std
lag1,0.002320476472351057,0.023567438514486373
lag2,0.0022857594722231686,0.023544715393762825
vol12,0.021924568801077675,0.008975317244387977
mom12,0.02718249101460234,0.0771853602964138
drawdown,-0.15850003642601762,0.13603044194529465
sma,0.02223537999841541,0.054487032624243315
