bias,value
Bb1,-0.16152018065057794
Bb2,-0.8751973017987097
Bb3,0.8630905804665702
Bb4,0.29440263315817455
Bb5,-0.8747058472559598
Bb6,0.3963373366339832
Bb7,0.047778887820609295
Bb8,0.9413894552406028
