weight,value
Wcb11,-0.2788904109843261
Wcb12,0.4949089549644702
Wcb13,0.8557543700095777
Wcb14,0.6872165718385393
Wcb15,0.12434752570169083
Wcb16,-0.023039637652378743
Wcb17,0.11889747525693367
Wcb18,0.19015557541415679
Wcb21,-0.6429717526232607
Wcb22,0.6289088080199334
Wcb23,0.6503748419673799
Wcb24,0.7067204959293212
Wcb25,-0.7086680009605658
Wcb26,0.04368273961890826
Wcb27,0.6245808621884416
Wcb28,0.5920339006792321
Wcb31,-0.5693067733987514
Wcb32,-0.6235979603354922
Wcb33,0.25513740225838366
Wcb34,-0.8328271513655655
Wcb35,-0.12662962450518314
Wcb36,-0.8055354039268667
Wcb37,0.14636913293090348
Wcb38,0.7815687613562833
Wcb41,-0.20118661464959947
Wcb42,-0.43192432017974064
Wcb43,-0.543522366035317
Wcb44,0.32190678361475034
Wcb45,-0.5908843815812967
Wcb46,0.7484526768651921
Wcb47,0.15192760957306156
Wcb48,0.08204770888880684
