bias,value
Bb1,0.645368493715369
Bb2,-0.7225663911351737
Bb3,0.3063813087231442
Bb4,0.4900899248598054
Bb5,-0.47617832462972376
Bb6,-0.850588354181896
Bb7,-0.03597164584100706
Bb8,-0.3925202533308695
