feature,mean,std
lag1,0.0009101700229679949,0.01202655378419458
lag2,0.000906030430573671,0.012024799880557593
vol12,0.009604735763834516,0.0074165603548583415
mom12,0.010859734649514596,0.038142363577769595
drawdown,-0.03898664042325434,0.050892483333327694
sma,0.009407451874600382,0.025241987393980085
