feature,mean,std
lag1,0.0022693158471327325,0.03418049788703493
lag2,0.002246170236552946,0.03419739654590924
vol12,0.03035511981062879,0.01597887657027335
mom12,0.027259255390552965,0.11341109335413521
drawdown,-0.1426622121290608,0.11493697011796519
sma,0.020877989652261696,0.08401545988529067
