bias,value
Bb1,0.13831580991915393
Bb2,0.734537988015533
Bb3,0.7197737778337133
Bb4,-0.9333772673651436
Bb5,0.380301278639133
Bb6,-0.052434480068378725
Bb7,-0.592158714247244
Bb8,0.9169817041990979
