feature,mean,std
lag1,0.001624990864197308,0.026463765892328683
lag2,0.0015985381025892748,0.026454392044729744
vol12,0.023761828500507363,0.011987323518470528
mom12,0.018686527392196818,0.08608762605275068
drawdown,-0.11689374594319671,0.11890885154259752
sma,0.014284482543859606,0.06300565235542278
