bias,value
Bb1,-0.8643742871737495
Bb2,0.702321564729358
Bb3,0.7914413533008391
Bb4,0.9852952143097807
Bb5,0.31588708623255646
Bb6,-0.5756831626648274
Bb7,-0.04106581533026071
Bb8,-0.048222715441891516
