bias,value
Bb1,0.9588635667042776
Bb2,-0.6247885899968041
Bb3,0.18967787697357216
Bb4,-0.31585498730336287
Bb5,-0.1613091536627381
Bb6,-0.19702111361567856
Bb7,-0.3246077573945538
Bb8,0.958022496562162
