feature,mean,std
lag1,0.0021393321915988295,0.024677676644535688
lag2,0.002124843655258337,0.02466377279124224
vol12,0.021909047945762573,0.0119479372678527
mom12,0.025259626143141065,0.07487864780713241
drawdown,-0.09870231408757184,0.11744641302468743
sma,0.02094898221704857,0.05346543393435201
