bias,value
Bb1,0.2543453391780773
Bb2,0.8888861917321771
Bb3,-0.9299750509060278
Bb4,0.7855755124784697
Bb5,0.4320531833531
Bb6,-0.8060538365964226
Bb7,-0.21212757322479853
Bb8,0.8334039203158553
