bias,value
Bb1,0.003174981641660099
Bb2,0.5152125724527912
Bb3,-0.05782357812992788
Bb4,-0.7536831362270056
Bb5,0.4467884113063516
Bb6,0.4334899423616022
Bb7,-0.8898132796872059
Bb8,-0.5724790012482196
