feature,mean,std
lag1,0.001390745739962085,0.018406401015526142
lag2,0.0013826191417526047,0.018407884008393792
vol12,0.017287615499476,0.006497571242589453
mom12,0.01610424780781463,0.062544978747364
drawdown,-0.08130191553236055,0.062354224796267455
sma,0.01320308027830479,0.04428462891092329
