weight,value
Wba11,-0.5903819140700903
Wba12,-0.25216666392430026
Wba13,0.47537435661876337
Wba14,0.5930275481505771
Wba15,-0.7891985593769335
Wba16,-0.7895079559215095
Wba21,-0.4049029669482845
Wba22,0.7570975979524093
Wba23,0.9849868226210715
Wba24,-0.6767491609866081
Wba25,0.2588990211034991
Wba26,-0.014495254984838732
Wba31,0.05630741521512249
Wba32,-0.0981759644755708
Wba33,-0.6829665537512813
Wba34,-0.06051076849847846
Wba35,-0.10477343745330388
Wba36,-0.1038693056492476
Wba41,-0.7926802420619923
Wba42,-0.8067519180131169
Wba43,0.6561811304308747
Wba44,0.10090304015325871
Wba45,0.7921009020575988
Wba46,0.04523588654309668
Wba51,-0.10635494770495109
Wba52,-0.3182611278791103
Wba53,0.1884784698729992
Wba54,-0.3903991315670684
Wba55,0.3042210241127043
Wba56,0.8276261462059014
Wba61,-0.5282263433861443
Wba62,0.9791345861238036
Wba63,0.6084342243432836
Wba64,-0.582122541605343
Wba65,-0.04486145069851042
Wba66,-0.7545869044658732
Wba71,0.21156553064679054
Wba72,0.023706467669173188
Wba73,0.14198407674542693
Wba74,-0.5581109456322717
Wba75,0.5128153817183537
Wba76,0.7950938721727386
Wba81,0.8976040247168544
Wba82,0.2354083483484919
Wba83,0.3017667803547381
Wba84,-0.7017017521321376
Wba85,0.8243784139561946
Wba86,-0.2824468895308875
