weight,value
Wba11,
Wba12,
Wba13,
Wba14,
Wba15,
Wba16,
Wba21,
Wba22,
Wba23,
Wba24,
Wba25,
Wba26,
Wba31,
Wba32,
Wba33,
Wba34,
Wba35,
Wba36,
Wba41,
Wba42,
Wba43,
Wba44,
Wba45,
Wba46,
Wba51,
Wba52,
Wba53,
Wba54,
Wba55,
Wba56,
Wba61,
Wba62,
Wba63,
Wba64,
Wba65,
Wba66,
Wba71,
Wba72,
Wba73,
Wba74,
Wba75,
Wba76,
Wba81,
Wba82,
Wba83,
Wba84,
Wba85,
Wba86,
