feature,mean,std
lag1,0.0010627846143598549,0.01615646683221852
lag2,0.0010634639419947254,0.016156760043174047
vol12,0.012278825995707147,0.01085779995392863
mom12,0.012825589349937515,0.048165412070993924
drawdown,-0.03224666679045924,0.05201301686505137
sma,0.01074415152548522,0.033589672054811705
