feature,mean,std
lag1,0.001962786747481261,0.031352171794936975
lag2,0.001961897788770845,0.03135066130799822
vol12,0.028461253926420352,0.01371736603453086
mom12,0.022743160344790195,0.10021348411559076
drawdown,-0.10676699280428924,0.10585336018516563
sma,0.016812432166057552,0.07071317474817453
